Name,Platform,Year_of_Release,Genre,Publisher/Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Drop me
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,,Namco Bandai Games
Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,0.12,0.03,0,0.01,0.16,59,7,,,FUN Labs,E,Zoo Digital Publishing
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,0.16,50,18,5.7,16,Amaze Entertainment,E,Vivendi Games
Just Dance: Disney Party,X360,2012,Misc,Ubisoft,0.13,0.02,0,0.02,0.16,,,,,"Disney Interactive Studios, Land Ho!",E,Ubisoft
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,73,12,7.5,48,The Sims Studio,T,Electronic Arts
Our House,DS,2009,Strategy,Majesco Entertainment,0.15,0,0,0.01,0.16,,,,,BudCat,E,Majesco Entertainment
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.14,0,0,0.01,0.16,,,,,Now Production,E10+,Activision
Guilty Gear Xrd: Sign,PS4,2014,Fighting,Arc System Works,0.1,0,0.04,0.02,0.16,,,,,,,Arc System Works
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive,0.13,0.02,0,0.01,0.16,,,,,,,Take-Two Interactive
Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0,0,0.01,0.16,58,12,3.1,15,Radical Entertainment,M,Vivendi Games
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,53,4,6.9,63,Exient Entertainment,E,Activision
Ghost in the Shell: Stand Alone Complex,PS2,2004,Adventure,Namco Bandai Games,0.08,0.06,0,0.02,0.16,,,,,,,Namco Bandai Games
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0,0.01,0.16,69,23,6.5,14,Midway,M,Midway Games
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,0,0,0.16,0,0.16,,,,,,,Banpresto
Yakuza Kiwami,PS4,2016,Adventure,Sega,0,0,0.16,0,0.16,,,,,Ryu ga Gotoku Studios,,Sega
NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02,0.16,86,5,7.1,66,Visual Concepts,E,Take-Two Interactive
Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft,0,0.15,0,0.01,0.16,,,,,,,Ubisoft
Ener-G: Dance Squad,DS,2008,Sports,Ubisoft,0.15,0,0,0.01,0.16,,,,,Lexis Numerique,E,Ubisoft
Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0,0,0.01,0.16,,,,,High Voltage Software,E,Crave Entertainment
FlatOut 2,PS2,2006,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16,73,44,7.5,27,Bugbear,T,Empire Interactive
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01,0.16,64,20,7.8,17,CyberConnect2,T,Atari
Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0,0.03,0.16,,,,,,,D3Publisher
FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,,,,,,,Electronic Arts
NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,0.09,0.06,0,0.01,0.16,55,7,,,989 Sports,E,Sony Computer Entertainment
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.12,0.02,0,0.02,0.16,62,34,7,16,"Atari, Transmission Games, Atari SA",T,Ubisoft
J-League Jikkyou Winning Eleven 2000,PS,2000,Sports,Konami Digital Entertainment,0,0,0.15,0.01,0.16,,,,,,,Konami Digital Entertainment
Eve: The Lost One,SAT,1998,Adventure,Imagineer,0,0,0.16,0,0.16,,,,,,,Imagineer
TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0,0.01,0.16,,,,,,,Midway Games
Konami Krazy Racers,GBA,2001,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0,0.16,78,9,,,KCEK,E,Konami Digital Entertainment
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0,0.01,0.16,84,16,8.3,79,2K Games,M,Take-Two Interactive
Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.06,0,0.02,0.16,,,,,,,Warner Bros. Interactive Entertainment
Solitaire Overload Plus,DS,2010,Misc,Telegames,0.15,0,0,0.01,0.16,,,,,Telegames,E,Telegames
Saturday Night Slam Masters,SNES,1994,Fighting,Capcom,0,0,0.16,0,0.16,,,,,,,Capcom
F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0,0,0.16,77,31,8.5,18,Suzak,E,Nintendo
Racing Lagoon,PS,1999,Racing,Square,0,0,0.15,0.01,0.16,,,,,,,Square
Vegas Party,Wii,N/A,Misc,Storm City Games,0.15,0,0,0.01,0.16,33,6,,,Storm City Games,T,Unknown
Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,0.15,0,0.16,62,16,,,Namco,E,Namco Bandai Games
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77,37,8.6,39,Paon Corporation,E10+,Namco Bandai Games
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02,0.16,82,34,7.7,768,"Epic Games, People Can Fly",M,Electronic Arts
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0,0.03,0.16,38,8,2.9,52,System 3,E10+,System 3
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,0,0,0.16,0,0.16,,,,,,,Sega
Burger Island,DS,2008,Action,Destineer,0.15,0,0,0.01,0.16,,,,,eGames,E,Destineer
The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0,0.01,0.16,,,,,,,Telltale Games
Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.14,0,0,0.01,0.16,77,53,7.8,31,"Sony Online Entertainment, Mind Control Software",T,Sony Online Entertainment
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,Misc,505 Games,0.15,0,0,0.01,0.16,,,,,,,505 Games
Around the World in 80 Days,DS,2010,Action,PlayV,0,0.14,0,0.02,0.16,,,,,,,PlayV
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0,0,0.01,0.16,,,,,,,Aspyr
Custom Robo Arena,DS,2006,Fighting,Nintendo,0.01,0.02,0.12,0,0.16,74,22,8.3,27,Noise Inc.,E10+,Nintendo
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,67,23,7.8,49,Gust,T,Tecmo Koei
Power Rangers Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.16,,,,,,,THQ
Imagine: Ice Champions,DS,2007,Sports,Spike,0.15,0,0,0.01,0.16,,,,,Digital Kids,E,Spike
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998,Misc,Syscom,0,0,0.15,0.01,0.16,,,,,,,Syscom
FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16,,,,,,,Electronic Arts
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.06,0,0.01,0.16,,,,,,,Activision
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.1,0.05,0,0.01,0.16,61,34,5.3,7,Ubisoft Montreal,T,Ubisoft
Dragon Ball: Origins 2,DS,2010,Action,Namco Bandai Games,0.05,0.01,0.08,0.01,0.16,70,22,,,Game Republic,T,Namco Bandai Games
Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,,,,,,,Acclaim Entertainment
Trigger Man,PS2,2004,Shooter,Play It,0.08,0.06,0,0.02,0.16,32,4,4.8,16,Point of View,T,Play It
StarBlade α,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.15,0.01,0.16,,,,,,,Sony Computer Entertainment
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008,Strategy,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,,Namco Bandai Games
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.01,0.16,82,52,7.4,965,Carbine Studios,T,NCSoft
Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,0.14,0.01,0,0.01,0.16,,,,,Tamsoft,E10+,D3Publisher
Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.16,89,16,7.8,6,EA Sports,E,Electronic Arts
Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,0.15,0,0,0.01,0.16,,,,,Crave,E,Crave Entertainment
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision,0.12,0.02,0,0.02,0.16,,,,,,,Activision
Culdcept,3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16,,,,,,,Nintendo
Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16,72,49,7.1,36,2K Sports,T,Take-Two Interactive
MX 2002 Featuring Ricky Carmichael,GBA,2001,Racing,THQ,0.11,0.04,0,0,0.16,,,,,,,THQ
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67,22,7.8,23,ArtePiazza,E,Rising Star Games
Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios,0.12,0.03,0,0.01,0.16,,,,,,,Microsoft Game Studios
Street Racer,PS,1996,Racing,Ubisoft,0.09,0.06,0,0.01,0.16,,,,,,,Ubisoft
Bomberman Land Touch! 2,DS,2007,Puzzle,Rising Star Games,0.13,0,0.01,0.01,0.16,,,,,,,Rising Star Games
NBA 2K3,GC,2002,Sports,Sega,0.12,0.03,0,0,0.16,84,11,,,Visual Concepts,E,Sega
Harvest Moon: The Lost Valley,3DS,2014,Simulation,Natsume,0.13,0.01,0,0.02,0.16,,,,,,,Natsume
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01,0.16,77,27,6.2,11,EA Sports,E,Electronic Arts
Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,77,12,8.1,8,Examu,T,AQ Interactive
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16,,,,,,,Konami Digital Entertainment
Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.08,0.06,0,0.02,0.16,66,22,6.8,6,Warthog,T,Vivendi Games
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0,0.16,64,24,7.8,21,Tenky,T,Konami Digital Entertainment
Medieval Games,Wii,2009,Action,Vir2L Studios,0.14,0.01,0,0.01,0.16,,,5.9,13,N-Fusion Interactive Entertainment Corp.,E10+,Vir2L Studios
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011,Role-Playing,Square Enix,0,0,0.16,0,0.16,,,,,,,Square Enix
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0,0,0.01,0.16,63,5,8,5,THQ,E10+,THQ
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,,,,,,,Konami Digital Entertainment
Jurassic Park: The Game,X360,N/A,Action,Telltale Games,0.15,0,0,0.01,0.16,60,9,3.6,138,Telltale Games,T,Unknown
Toriko: Gourmet Monsters!,3DS,2012,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,,Namco Bandai Games
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.16,,,,,,,Nippon Ichi Software
The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16,,,,,,,Eidos Interactive
The Idolm@ster 2,PS3,2011,Misc,Namco Bandai Games,0,0,0.16,0,0.16,,,,,,,Namco Bandai Games
Monster House,DS,2006,Adventure,THQ,0.14,0,0,0.01,0.16,62,14,,,Artificial Mind and Movement,E,THQ
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68,4,6.8,9,Omega Force,T,Tecmo Koei
Godzilla Unleashed,Wii,2007,Fighting,Atari,0.14,0,0,0.01,0.16,44,31,7.2,37,"Pipeworks Software, Inc.",E10+,Atari
AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0,0.02,0.16,,,,,Harmonix Music Systems,T,MTV Games
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0,0,0.16,0,0.16,,,,,,,Marvelous Interactive
Ener-G Horse Riders,DS,2008,Sports,Ubisoft,0.14,0.01,0,0.01,0.16,,,,,Lexis Numerique,E,Ubisoft
He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,0.11,0.04,0,0,0.16,50,8,,,Taniko,E,TDK Mediactive
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.11,0.03,0,0.01,0.16,62,24,6.8,14,Frogwares,T,Focus Home Interactive
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0,0.13,0,0.03,0.16,55,23,5.5,267,City Interactive,M,City Interactive
Rondo of Swords (US sales),DS,2007,Role-Playing,Success,0.16,0,0,0,0.16,,,,,,,Success
Polaris SnoCross,PS,2000,Racing,Vatical Entertainment,0.09,0.06,0,0.01,0.16,57,6,,,Vicarious Visions,E,Vatical Entertainment
Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16,,,,,,,Electronic Arts
Imagine: Music Fest,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.16,,,,,Ubisoft,E,Ubisoft
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision,0.11,0.04,0,0,0.16,82,5,,,HotGen,E,Activision
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,59,38,7.3,23,Koei,M,Ubisoft Annecy
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0,0,0.01,0.16,60,4,5,4,FUN Labs,E10+,Activision
Muppet RaceMania,PS,1999,Racing,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,,,,,,,Sony Computer Entertainment
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,,,,,,,Sony Computer Entertainment
Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15,,,,,,,BMG Interactive Entertainment
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,0.11,0.04,0,0,0.15,63,5,,,Dimps Corporation,E,Namco Bandai Games
Winning Post 3,PS,1998,Racing,Tecmo Koei,0,0,0.14,0.01,0.15,,,,,,,Tecmo Koei
Just Sing!,DS,2009,Misc,DTP Entertainment,0.14,0,0,0.01,0.15,,,,,,,DTP Entertainment
Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02,0.15,38,10,3.4,5,Bam Entertainment,T,BAM! Entertainment
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.07,0.07,0,0.01,0.15,60,22,6.6,5,Ubisoft,T,Ubisoft
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.08,0.06,0,0.02,0.15,64,23,8.3,63,Kuju Entertainment,M,THQ
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,73,23,7.3,21,Visual Concepts,E10+,Take-Two Interactive
Lufia: Curse of the Sinistrals,DS,2010,Role-Playing,Square Enix,0.11,0,0.03,0.01,0.15,80,8,8,13,Neverland,E10+,Square Enix
MTV Music Generator 2,PS2,2001,Misc,Codemasters,0.08,0.06,0,0.02,0.15,77,16,8.5,11,Jester Interactive,T,Codemasters
Mugen Souls,PS3,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,55,24,7.3,35,"Compile Heart, GCREST",T,Nippon Ichi Software
Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0,0.01,0.15,78,17,7.7,10,Vicarious Visions,E10+,Activision
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive,0.14,0,0,0.02,0.15,,,,,,,Take-Two Interactive
Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,0.15,,,,,,,Konami Digital Entertainment
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15,89,24,8.5,18,Criterion Games,E,Acclaim Entertainment
Paris-Dakar Rally,PS2,2001,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.15,36,6,3.9,15,Broadsword Interactive,E,Acclaim Entertainment
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.09,0.04,0,0.03,0.15,,,,,Now Production,E10+,Activision
MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft,0.08,0.05,0,0.02,0.15,,,,,Ubisoft Vancouver,E,Ubisoft
Atelier Iris: Eternal Mana,PS2,2004,Role-Playing,Tecmo Koei,0.08,0.06,0,0.02,0.15,74,38,7.7,38,Gust,T,Tecmo Koei
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0,0.01,0.15,,,,,,,Microsoft Game Studios
F.E.A.R. 3,PC,2011,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0,0.03,0.15,74,34,5.9,420,Day 1 Studios,M,Warner Bros. Interactive Entertainment
Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft,0.12,0.03,0,0.01,0.15,,,6.7,10,Ubisoft,E,Ubisoft
My Baby 3 & Friends,DS,2010,Simulation,Majesco Entertainment,0.12,0.02,0,0.01,0.15,,,,,,,Majesco Entertainment
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,75,17,9.3,4,Avalanche Software,E,THQ
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0,0.01,0.15,77,48,7.5,67,Harmonix Music Systems,E10+,Disney Interactive Studios
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,,Namco Bandai Games
Knockout Kings 2003,GC,2002,Sports,Electronic Arts,0.12,0.03,0,0,0.15,78,13,6.5,4,EA Sports,T,Electronic Arts
Bomberman,PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15,73,30,7,7,Hudson,E,Konami Digital Entertainment
NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.15,89,16,7.5,6,EA Sports,E,Electronic Arts
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0.12,0.03,0,0,0.15,83,21,7.8,14,Acclaim,E,Acclaim Entertainment
Digimon World 4,PS2,2005,Role-Playing,Atari,0.08,0.06,0,0.02,0.15,48,7,6.9,37,Bandai,E,Atari
Stormrise,X360,2009,Strategy,Sega,0.11,0.03,0,0.01,0.15,48,36,6.8,17,Creative Assembly,M,Sega
Scripps Spelling Bee,DS,2010,Simulation,THQ,0.14,0,0,0.01,0.15,,,,,THQ,E,THQ
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,,,Visual Concepts,E,Take-Two Interactive
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive,0.14,0.01,0,0.01,0.15,,,,,,,Take-Two Interactive
Disney's Story Studio: Disney's Mulan,PS,1999,Misc,Sony Computer Entertainment,0.09,0.06,0,0.01,0.15,,,,,,,Sony Computer Entertainment
Pressure Cooker,2600,1982,Action,Activision,0.14,0.01,0,0,0.15,,,,,,,Activision
Home Run,2600,N/A,Sports,Atari,0.14,0.01,0,0,0.15,,,,,,,Atari
Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0,0.15,,,,,,,Atari
Saturn Bomberman,SAT,1996,Puzzle,Sega,0,0,0.15,0,0.15,,,,,,,Sega
The Godfather: Blackhand Edition,Wii,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.15,77,38,8.5,48,EA Redwood Shores,M,Electronic Arts
Wolfenstein: The Old Blood,XOne,2015,Action,Bethesda Softworks,0.07,0.07,0,0.01,0.15,75,23,8,101,MachineGames,,Bethesda Softworks
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,,Konami Digital Entertainment
Dragon's Lair Trilogy,Wii,2010,Adventure,Destineer,0.14,0,0,0.01,0.15,,,,,,,Destineer
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,71,13,5.4,19,Inti Creates,E10+,Namco Bandai Games
American Chopper,XB,2004,Racing,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,44,6,5.9,9,Creat Studios,T,Zoo Digital Publishing
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0,0.02,0.15,56,8,5.7,12,Ubisoft Montpellier,E10+,Ubisoft
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,65,21,7.5,35,Omega Force,T,Tecmo Koei
Bust-A-Move Bash!,Wii,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.15,,,,,,,505 Games
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0,0.01,0.15,78,55,7.5,23,Phantagram,M,Deep Silver
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,,N/A
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0,0.01,0.15,53,19,5.2,5,Paradigm Entertainment,T,Atari
Infected,PSP,2005,Shooter,THQ,0.14,0,0,0.01,0.15,74,49,8.3,30,Planet Moon Studios,M,THQ
Doctor Who: Evacuation Earth,DS,2010,Adventure,Asylum Entertainment,0,0.13,0,0.02,0.15,,,,,,,Asylum Entertainment
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,77,18,8.9,18,Gaijin Entertainment,T,Konami Digital Entertainment
Cars: Race-O-Rama,X360,2009,Racing,THQ,0.14,0.01,0,0.01,0.15,54,8,5.8,5,Incinerator Games,E,THQ
Scooby-Doo! Unmasked,GC,2005,Platform,THQ,0.12,0.03,0,0,0.15,,,,,,,THQ
Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,0.15,0,0.15,,,,,,,Square Enix
Streak: Hoverboard Racing,PS,1998,Racing,GT Interactive,0.09,0.06,0,0.01,0.15,,,,,,,GT Interactive
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,81,31,6.5,16,EA Canada,E,Electronic Arts
Darksiders II,PC,2012,Action,Nordic Games,0.03,0.1,0,0.02,0.15,81,23,7.8,653,Vigil Games,M,Nordic Games
Enthusia Professional Racing,PS2,2005,Racing,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15,70,43,7.6,17,Konami,E,Konami Digital Entertainment
DiRT 3,PC,2011,Racing,Codemasters,0,0.13,0,0.03,0.15,86,23,6.9,433,Codemasters,T,Codemasters
NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,57,9,,,989 Sports,E,Sony Computer Entertainment
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.03,0.08,0.02,0.15,,,,,,,Nippon Ichi Software
Get On Da Mic,PS2,2004,Misc,Eidos Interactive,0.07,0.06,0,0.02,0.15,49,29,6.3,7,Artificial Mind and Movement,T,Eidos Interactive
Darksiders II,WiiU,2012,Action,THQ,0.07,0.07,0,0.01,0.15,85,36,8.2,153,Vigil Games,M,THQ
Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.07,0.06,0,0.02,0.15,,,,,Neko Entertainment,T,Neko Entertainment
Army Men: Sarge's War,GC,2004,Shooter,Global Star,0.12,0.03,0,0,0.15,56,11,6.7,7,3DO,T,Global Star
Amagami,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.15,0,0.15,,,,,,,Kadokawa Shoten
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,,Konami Digital Entertainment
Block Party,Wii,2008,Misc,Activision,0.14,0,0,0.01,0.15,,,2.8,4,Activision,E10+,Activision
Little League World Series Baseball 2009,Wii,2009,Sports,Activision,0.14,0,0,0.01,0.15,,,,,Now Production,E,Activision
Kidou Senkan Nadesico,SAT,1997,Strategy,Sega,0,0,0.15,0,0.15,,,,,,,Sega
Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.02,0,0.02,0.15,62,25,7.5,15,,,Midway Games
Arcade Zone,Wii,2009,Misc,Activision,0.14,0,0,0.01,0.15,,,,,Activision,E,Activision
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,64,45,8.6,24,"Game Arts, Seta Corporation",T,Microsoft Game Studios
Bigfoot: Collision Course,DS,2009,Racing,Zoo Digital Publishing,0.14,0,0,0.01,0.15,26,4,,,Destination Software,E,Zoo Digital Publishing
Frogger's Adventures: The Rescue,GC,2003,Platform,Konami Digital Entertainment,0.12,0.03,0,0,0.15,61,4,,,Konami,E,Konami Digital Entertainment
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01,0.15,66,23,7.1,8,Take-Two Interactive,E10+,Take-Two Interactive
Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,0.14,0,0,0.01,0.15,,,,,Tamsoft,E10+,D3Publisher
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15,,,,,High Voltage Software,E10+,D3Publisher
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft,0.11,0.03,0,0.02,0.15,,,6.2,6,Ubisoft,E10+,Ubisoft
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,67,9,8.5,8,Konami,E,Konami Digital Entertainment
Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01,0.15,,,,,Altron,E,Disney Interactive Studios
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.11,0.04,0,0,0.15,,,,,,,THQ
WordJong,DS,2007,Puzzle,White Park Bay Software,0.13,0.01,0,0.01,0.15,77,9,7.7,9,Magellan Interactive,E,White Park Bay Software
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,65,18,8.7,41,Aqua Plus,T,Nippon Ichi Software
Puzzle Quest: Galactrix,DS,2009,Puzzle,D3Publisher,0.14,0,0,0.01,0.15,75,33,6.7,6,Infinite Interactive,E10+,D3Publisher
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.1,0.04,0,0.01,0.15,,,,,,,Activision
